lon,lat,name,code,WIND_SPEED,SOLAR_IRRAD
-37.0,-8.3,São Sebastião do Umbuzeiro,2515203,5.138607145104977,5.783379612243883
-36.95,-8.3,São João do Tigre,2514107,5.140317992307539,5.776910422910491
-37.1,-8.25,São Sebastião do Umbuzeiro,2515203,5.11428778148393,5.845921116116372
-37.05,-8.25,São Sebastião do Umbuzeiro,2515203,5.1344363592774025,5.8323103340490805
-37.0,-8.25,São Sebastião do Umbuzeiro,2515203,5.150976965247239,5.822215382807316
-36.95,-8.25,São João do Tigre,2514107,5.155070064558904,5.7956530008729805
-36.9,-8.25,São João do Tigre,2514107,5.146142567362466,5.795653000872981
-37.15,-8.2,São Sebastião do Umbuzeiro,2515203,5.097196749067027,5.878917438481361
-37.1,-8.2,São Sebastião do Umbuzeiro,2515203,5.123791321668291,5.863110433496742
-37.05,-8.2,São Sebastião do Umbuzeiro,2515203,5.146816180899603,5.849836955509939
-37.0,-8.2,São Sebastião do Umbuzeiro,2515203,5.161014868950524,5.839706035629334
-36.95,-8.2,São João do Tigre,2514107,5.170496868758627,5.814395578835471
-36.9,-8.2,São João do Tigre,2514107,5.161616357148939,5.8140162321936035
-36.85,-8.2,São João do Tigre,2514107,5.151376074986999,5.813411742360947
-36.8,-8.2,São João do Tigre,2514107,5.140380842325301,5.812917333727944
-36.75,-8.2,São João do Tigre,2514107,5.129154680655707,5.812731720359374
-37.15,-8.15,São Sebastião do Umbuzeiro,2515203,5.103602370837679,5.8941279114358185
-37.1,-8.15,São Sebastião do Umbuzeiro,2515203,5.134323872213648,5.87855491239807
-37.05,-8.15,São Sebastião do Umbuzeiro,2515203,5.15823100145273,5.86431839366634
-37.0,-8.15,São Sebastião do Umbuzeiro,2515203,5.177573237428212,5.855151902062422
-36.95,-8.15,São Sebastião do Umbuzeiro,2515203,5.188580086841324,5.84899909292977
-36.9,-8.15,São João do Tigre,2514107,5.177194825523073,5.83193159315359
-36.85,-8.15,São João do Tigre,2514107,5.166593582688206,5.830504784700455
-36.8,-8.15,São João do Tigre,2514107,5.155421747807039,5.829408815201984
-36.75,-8.15,São João do Tigre,2514107,5.144274962897962,5.829008305156923
-36.7,-8.15,São João do Tigre,2514107,5.133558171386117,5.829408815201984
-37.15,-8.1,Zabelê,2517407,5.109843100155245,5.907557321642158
-37.1,-8.1,Zabelê,2517407,5.145208221137378,5.892065809630615
-37.05,-8.1,São Sebastião do Umbuzeiro,2515203,5.174766433554461,5.877979329604666
-37.0,-8.1,São Sebastião do Umbuzeiro,2515203,5.196582451257992,5.8684537330871684
-36.95,-8.1,São Sebastião do Umbuzeiro,2515203,5.206066357380405,5.861917016311154
-36.9,-8.1,São João do Tigre,2514107,5.192258044503491,5.848744519365495
-36.85,-8.1,São João do Tigre,2514107,5.180913163909526,5.846120842695896
-36.8,-8.1,São João do Tigre,2514107,5.169387991866026,5.844288720745743
-36.75,-8.1,São João do Tigre,2514107,5.158237389935936,5.8436450121963475
-36.7,-8.1,São João do Tigre,2514107,5.147782024688833,5.844288720745743
-36.65,-8.1,São João do Tigre,2514107,5.1382207262263275,5.846120842695896
-37.15,-8.05,Zabelê,2517407,5.1188509235962005,5.9158182388938
-37.1,-8.05,Monteiro,2509701,5.154764731392244,5.90139474848536
-37.05,-8.05,Zabelê,2517407,5.191365625491639,5.8895466680168465
-37.0,-8.05,São Sebastião do Umbuzeiro,2515203,5.218229989263005,5.879589117990923
-36.95,-8.05,Monteiro,2509701,5.223271189108663,5.873007185006645
-36.9,-8.05,São Sebastião do Umbuzeiro,2515203,5.212176102564114,5.868773463322874
-36.85,-8.05,São João do Tigre,2514107,5.205516369100418,5.866972348503766
-36.8,-8.05,São João do Tigre,2514107,5.181564144023875,5.856663312340279
-36.75,-8.05,São João do Tigre,2514107,5.170468985927071,5.85580769783227
-36.7,-8.05,São João do Tigre,2514107,5.16029828049746,5.856663312340279
-36.65,-8.05,São João do Tigre,2514107,5.155227560682153,5.866972348503766
-37.35,-8.0,Monteiro,2509701,4.95715314684114,6.022902987645979
-37.2,-8.0,Monteiro,2509701,5.099803545033422,5.94084834418731
-37.15,-8.0,Monteiro,2509701,5.1395830514000815,5.924595067449795
-37.1,-8.0,Monteiro,2509701,5.17674497481645,5.910459036725299
-37.05,-8.0,Monteiro,2509701,5.211131565547092,5.898454152462324
-37.0,-8.0,Monteiro,2509701,5.2426473155827145,5.888564935253893
-36.95,-8.0,Monteiro,2509701,5.238781304897078,5.882793256860317
-36.9,-8.0,Camalaú,2503902,5.233302038365142,5.878566598129944
-36.85,-8.0,São João do Tigre,2514107,5.226273114874541,5.875792625191102
-36.8,-8.0,São João do Tigre,2514107,5.217792090553827,5.874365683382998
-36.75,-8.0,São João do Tigre,2514107,5.207978341681069,5.874175642357996
-36.7,-8.0,São João do Tigre,2514107,5.187422363428938,5.874365683382998
-36.65,-8.0,São João do Tigre,2514107,5.1770923843098196,5.875792625191102
-37.35,-7.95,Monteiro,2509701,4.96780970233303,6.027834212854258
-37.3,-7.95,Monteiro,2509701,5.0318115888538335,6.005128966201139
-37.25,-7.95,Monteiro,2509701,5.076983646980157,5.985562265386294
-37.2,-7.95,Monteiro,2509701,5.120228786897709,5.9659955645714495
-37.15,-7.95,Monteiro,2509701,5.1634751252051725,5.93049231149822
-37.1,-7.95,Monteiro,2509701,5.200787011578629,5.916780538967378
-37.05,-7.95,Monteiro,2509701,5.235988700801263,5.906655871061701
-37.0,-7.95,Monteiro,2509701,5.258885169720372,5.8945903979491865
-36.95,-7.95,Monteiro,2509701,5.2678942644182865,5.8901163880515
-36.9,-7.95,Camalaú,2503902,5.2581983827505,5.884159253804892
-36.85,-7.95,Camalaú,2503902,5.250140570709391,5.8816464211081865
-36.8,-7.95,Camalaú,2503902,5.248788686002866,5.888564935253892
-36.75,-7.95,Camalaú,2503902,5.239247317455381,5.888564935253893
-36.7,-7.95,São João do Tigre,2514107,5.227803500267173,5.888564935253892
-36.65,-7.95,São João do Tigre,2514107,5.20120690088986,5.8816464211081865
-36.6,-7.95,São João do Tigre,2514107,5.191856208457772,5.884159253804892
-36.55,-7.95,São João do Tigre,2514107,5.181933248030324,5.885139571788312
-37.3,-7.9,Monteiro,2509701,5.057854632514918,6.004732939450636
-37.25,-7.9,Monteiro,2509701,5.102479041037703,5.985562265386295
-37.2,-7.9,Monteiro,2509701,5.145654306438942,5.966391591321953
-37.15,-7.9,Monteiro,2509701,5.186522175220389,5.947688480757567
-37.1,-7.9,Monteiro,2509701,5.2242928198984435,5.930136279685293
-37.05,-7.9,Monteiro,2509701,5.259182045063591,5.909226650559796
-37.0,-7.9,Monteiro,2509701,5.279741919620642,5.8990029055022655
-36.95,-7.9,Monteiro,2509701,5.2904819688895355,5.893164337266284
-36.9,-7.9,Camalaú,2503902,5.289449312363459,5.888564935253893
-36.85,-7.9,Camalaú,2503902,5.282534336544144,5.888564935253893
-36.8,-7.9,Camalaú,2503902,5.274252283342935,5.888564935253892
-36.75,-7.9,Camalaú,2503902,5.264418950350162,5.888564935253893
-36.7,-7.9,Camalaú,2503902,5.253154876628878,5.888564935253892
-36.65,-7.9,Camalaú,2503902,5.240831330815553,5.888564935253893
-36.6,-7.9,Congo,2504702,5.2282500200309,5.888564935253893
-36.55,-7.9,Congo,2504702,5.20920784695283,5.878410179891008
-36.5,-7.9,Caraúbas,2504074,5.202502097342663,5.865519540641351
-36.45,-7.9,Caraúbas,2504074,5.199658592053077,5.842947121515559
-38.25,-7.85,Manaíra,2509008,4.421880831512656,6.027379801396769
-38.1,-7.85,São José de Princesa,2514552,4.466768702264004,6.0573523247342935
-37.25,-7.85,Monteiro,2509701,5.1315821588639325,5.985562265386294
-37.2,-7.85,Monteiro,2509701,5.174325986874066,5.9670226609498815
-37.15,-7.85,Monteiro,2509701,5.214980570885969,5.949178026869017
-37.1,-7.85,Monteiro,2509701,5.252465903198968,5.932875321055785
-37.05,-7.85,Monteiro,2509701,5.2856607497694625,5.911106961521777
-37.0,-7.85,Monteiro,2509701,5.305039183121346,5.901898851762775
-36.95,-7.85,Monteiro,2509701,5.316009835158057,5.895787660785206
-36.9,-7.85,Camalaú,2503902,5.320278954077867,5.888564935253893
-36.85,-7.85,Camalaú,2503902,5.312265033472517,5.888564935253893
-36.8,-7.85,Camalaú,2503902,5.303249129559324,5.888564935253893
-36.75,-7.85,Camalaú,2503902,5.293152493215272,5.888564935253893
-36.7,-7.85,Camalaú,2503902,5.28217096532067,5.888564935253893
-36.65,-7.85,Congo,2504702,5.27076182927636,5.888564935253893
-36.6,-7.85,Congo,2504702,5.259741586309571,5.888564935253893
-36.55,-7.85,Caraúbas,2504074,5.2384067640079035,5.8726182946631935
-36.5,-7.85,Caraúbas,2504074,5.233009488237462,5.859125747330762
-36.45,-7.85,Caraúbas,2504074,5.229147599226493,5.838795691009241
-36.25,-7.85,Barra de São Miguel,2501708,5.240587172011025,5.674410104757748
-38.3,-7.8,Manaíra,2509008,4.383629165983855,6.017126626291368
-38.25,-7.8,Manaíra,2509008,4.402061480289754,6.02737980139677
-38.2,-7.8,Manaíra,2509008,4.420753178338335,6.037632976502172
-38.15,-7.8,Manaíra,2509008,4.4389947120947975,6.047427160194148
-38.1,-7.8,São José de Princesa,2514552,4.456022529835761,6.056264239412538
-38.05,-7.8,São José de Princesa,2514552,4.471083690850619,6.063613428955081
-38.0,-7.8,Princesa Isabel,2512309,4.514826856878821,6.074126752093984
-37.25,-7.8,Monteiro,2509701,5.163098696387487,5.985562265386294
-37.2,-7.8,Monteiro,2509701,5.2055020773984175,5.967538809039095
-37.15,-7.8,Monteiro,2509701,5.246074902708921,5.950322186830454
-37.1,-7.8,Monteiro,2509701,5.283482151155726,5.934788002551718
-37.05,-7.8,Monteiro,2509701,5.316503927485941,5.9218692924404
-37.0,-7.8,Monteiro,2509701,5.334500974888679,5.903388537092897
-36.95,-7.8,Sumé,2516300,5.361131896494194,5.888564935253893
-36.9,-7.8,Sumé,2516300,5.353141655293852,5.888564935253892
-36.85,-7.8,Sumé,2516300,5.3443164982031695,5.888564935253894
-36.8,-7.8,Sumé,2516300,5.334643742342016,5.888564935253893
-36.75,-7.8,Sumé,2516300,5.324268808219735,5.888564935253893
-36.7,-7.8,Congo,2504702,5.313486642490653,5.888564935253893
-36.65,-7.8,Congo,2504702,5.302745936913063,5.888564935253894
-36.6,-7.8,Congo,2504702,5.292678874402113,5.888564935253892
-36.55,-7.8,Caraúbas,2504074,5.284088050283107,5.888564935253893
-36.5,-7.8,Caraúbas,2504074,5.264093158213357,5.855836756706697
-36.45,-7.8,Caraúbas,2504074,5.269198232529401,5.815034159114759
-36.4,-7.8,Barra de São Miguel,2501708,5.269489895531991,5.7865116815337565
-36.35,-7.8,Barra de São Miguel,2501708,5.270093006031059,5.7522146488570085
-36.3,-7.8,Barra de São Miguel,2501708,5.270611637865618,5.7142030581691525
-36.25,-7.8,Barra de São Miguel,2501708,5.27080940305257,5.674410104757748
-36.2,-7.8,Barra de São Miguel,2501708,5.270611637865618,5.634617151346344
-36.15,-7.8,Barra de São Miguel,2501708,5.270093006031059,5.59660556065849
-36.1,-7.8,Alcantil,2500536,5.269489895531991,5.562308527981739
-36.05,-7.8,Alcantil,2500536,5.269198232529401,5.533786050400737
-36.0,-7.8,Santa Cecília,2513158,5.231877874893492,5.492983452808798
-35.95,-7.8,Santa Cecília,2513158,5.19800766191202,5.460255274261604
-35.9,-7.8,Santa Cecília,2513158,5.158691610730973,5.460255274261604
-38.6,-7.75,Santa Inês,2513356,4.267357413065619,5.972200007274844
-38.55,-7.75,Santa Inês,2513356,4.267357413065619,5.972200007274844
-38.5,-7.75,Santa Inês,2513356,4.267357413065619,5.972200007274844
-38.45,-7.75,Santa Inês,2513356,4.29964919090367,5.991654317735303
-38.4,-7.75,Santana de Mangueira,2513505,4.317210197848318,5.9988776577059095
-38.3,-7.75,Manaíra,2509008,4.35896449221917,6.017236860864915
-38.25,-7.75,Manaíra,2509008,4.3814931616470245,6.02737980139677
-38.2,-7.75,Manaíra,2509008,4.404021831074878,6.037522741928625
-38.15,-7.75,Manaíra,2509008,4.425730149568532,6.047189299880747
-38.1,-7.75,São José de Princesa,2514552,4.445776125445731,6.05588194508763
-38.05,-7.75,Princesa Isabel,2512309,4.463337132390379,6.063105285058237
-38.0,-7.75,Princesa Isabel,2512309,4.533610854226471,6.082559595518696
-37.95,-7.75,Princesa Isabel,2512309,4.564243046450632,6.082559595518696
